"349190600","BIELSKO-BIA£A","2003","01",5.9,"",3.5,"",-2.1,"",4.6,"",82.6,"",966.7,"",1016.5,"",23.4,"",12.6,""
"349190600","BIELSKO-BIA£A","2003","02",4.7,"",2.2,"",-4.4,"",3.6,"",80.2,"",974.4,"",1025.0,"",8.1,"",6.5,""
"349190600","BIELSKO-BIA£A","2003","03",4.6,"",2.6,"",2.8,"",5.4,"",71.9,"",975.1,"",1024.4,"",21.7,"",29.1,""
"349190600","BIELSKO-BIA£A","2003","04",4.8,"",3.0,"",7.3,"",6.6,"",65.5,"",968.8,"",1017.0,"",41.4,"",24.0,""
"349190600","BIELSKO-BIA£A","2003","05",4.6,"",2.2,"",15.6,"",12.3,"",70.5,"",971.1,"",1017.9,"",77.4,"",57.0,""
"349190600","BIELSKO-BIA£A","2003","06",3.8,"",2.1,"",18.8,"",14.3,"",67.2,"",969.7,"",1016.0,"",48.4,"",16.2,""
"349190600","BIELSKO-BIA£A","2003","07",5.3,"",1.9,"",18.4,"",15.6,"",75.5,"",969.1,"",1015.4,"",77.5,"",73.7,""
"349190600","BIELSKO-BIA£A","2003","08",3.4,"",2.1,"",19.3,"",14.6,"",66.4,"",970.2,"",1016.4,"",3.2,"",42.2,""
"349190600","BIELSKO-BIA£A","2003","09",4.0,"",2.2,"",14.2,"",10.8,"",69.6,"",973.6,"",1020.9,"",18.9,"",30.4,""
"349190600","BIELSKO-BIA£A","2003","10",5.7,"",2.9,"",5.7,"",7.6,"",80.3,"",966.3,"",1014.6,"",50.0,"",32.6,""
"349190600","BIELSKO-BIA£A","2003","11",4.7,"",3.1,"",6.6,"",7.9,"",80.2,"",972.3,"",1020.7,"",21.3,"",5.0,""
"349190600","BIELSKO-BIA£A","2003","12",5.3,"",3.5,"",1.4,"",5.5,"",79.8,"",970.6,"",1019.9,"",35.7,"",30.8,""
"349190625","ZAKOPANE","2003","01",5.5,"",1.0,"",-4.7,"",3.9,"",82.8,"",913.1,"",754.6,"",17.4,"",24.4,""
"349190625","ZAKOPANE","2003","02",4.8,"",.9,"",-6.9,"",2.9,"",79.4,"",919.6,"",811.4,"",18.9,"",26.1,""
"349190625","ZAKOPANE","2003","03",5.1,"",1.4,"",.0,"",4.5,"",73.3,"",921.5,"",826.9,"",14.7,"",28.4,""
"349190625","ZAKOPANE","2003","04",5.4,"",1.7,"",3.7,"",5.5,"",69.1,"",916.5,"",782.5,"",38.5,"",34.2,""
"349190625","ZAKOPANE","2003","05",5.1,"",1.3,"",13.3,"",11.2,"",74.5,"",920.2,"",813.8,"",75.1,"",126.2,""
"349190625","ZAKOPANE","2003","06",4.8,"",1.3,"",15.7,"",12.6,"",71.8,"",919.5,"",807.3,"",34.4,"",16.8,""
"349190625","ZAKOPANE","2003","07",6.0,"",1.0,"",15.5,"",14.4,"",82.5,"",918.8,"",800.5,"",118.3,"",103.4,""
"349190625","ZAKOPANE","2003","08",4.3,"",1.6,"",16.8,"",12.8,"",69.0,"",920.2,"",813.4,"",23.7,"",12.7,""
"349190625","ZAKOPANE","2003","09",4.6,"",1.0,"",10.8,"",9.6,"",76.7,"",922.6,"",835.6,"",24.7,"",65.5,""
"349190625","ZAKOPANE","2003","10",5.7,"",1.5,"",3.0,"",6.6,"",83.2,"",914.0,"",759.9,"",46.6,"",26.0,""
"349190625","ZAKOPANE","2003","11",4.9,"",1.6,"",3.9,"",6.6,"",80.8,"",920.3,"",815.0,"",16.1,"",5.1,""
"349190625","ZAKOPANE","2003","12",5.5,"",1.5,"",-1.6,"",4.5,"",80.6,"",917.8,"",794.3,"",25.5,"",16.5,""
"349190650","KASPROWY WIERCH","2003","01",5.4,"",7.1,"",-8.3,"",2.8,"",78.3,"",789.8,"",1416.3,"",40.0,"",60.3,""
"349190650","KASPROWY WIERCH","2003","02",3.9,"",6.6,"",-10.0,"",1.9,"",65.9,"",794.5,"",1467.0,"",34.5,"",48.4,""
"349190650","KASPROWY WIERCH","2003","03",5.0,"",6.2,"",-6.3,"",3.1,"",76.8,"",798.4,"",1497.9,"",40.4,"",36.8,""
"349190650","KASPROWY WIERCH","2003","04",5.9,"",6.8,"",-3.9,"",3.9,"",80.2,"",795.3,"",1462.5,"",62.1,"",63.7,""
"349190650","KASPROWY WIERCH","2003","05",5.3,"",5.3,"",6.4,"",7.4,"",77.9,"",802.8,"",1520.0,"",72.1,"",102.9,""
"349190650","KASPROWY WIERCH","2003","06",5.5,"",4.6,"",8.3,"",9.1,"",82.9,"",803.1,"",1519.6,"",79.7,"",21.9,""
"349190650","KASPROWY WIERCH","2003","07",6.5,"",4.4,"",8.4,"",10.2,"",92.0,"",802.4,"",1512.3,"",145.9,"",108.0,""
"349190650","KASPROWY WIERCH","2003","08",5.0,"",5.3,"",9.7,"",9.3,"",77.8,"",804.2,"",1529.3,"",23.2,"",14.9,""
"349190650","KASPROWY WIERCH","2003","09",5.0,"",5.0,"",4.4,"",6.4,"",78.2,"",804.2,"",1537.4,"",45.8,"",77.7,""
"349190650","KASPROWY WIERCH","2003","10",6.1,"",7.6,"",-3.5,"",4.3,"",85.3,"",793.3,"",1441.2,"",83.6,"",48.5,""
"349190650","KASPROWY WIERCH","2003","11",5.3,"",7.9,"",-.3,"",4.6,"",76.7,"",799.9,"",1501.7,"",30.6,"",21.7,""
"349190650","KASPROWY WIERCH","2003","12",5.5,"",8.8,"",-4.7,"",3.3,"",74.4,"",795.9,"",1470.3,"",79.1,"",54.0,""
"349200660","NOWY S•CZ","2003","01",5.4,"",1.3,"",-2.7,"",4.7,"",86.6,"",979.7,"",1016.9,"",9.5,"",21.3,""
"349200660","NOWY S•CZ","2003","02",4.6,"",1.3,"",-5.2,"",3.6,"",83.2,"",987.5,"",1025.4,"",13.8,"",18.2,""
"349200660","NOWY S•CZ","2003","03",5.1,"",1.6,"",2.5,"",5.9,"",79.5,"",987.5,"",1024.3,"",15.8,"",18.8,""
"349200660","NOWY S•CZ","2003","04",4.8,"",1.8,"",7.5,"",7.3,"",70.8,"",981.2,"",1017.1,"",18.7,"",11.8,""
"349200660","NOWY S•CZ","2003","05",4.2,"",1.3,"",16.1,"",13.5,"",75.8,"",983.0,"",1017.9,"",57.4,"",80.5,""
"349200660","NOWY S•CZ","2003","06",3.9,"",1.2,"",18.3,"",15.1,"",73.4,"",981.5,"",1016.1,"",67.6,"",16.0,""
"349200660","NOWY S•CZ","2003","07",5.1,"",1.4,"",19.1,"",17.1,"",78.5,"",980.5,"",1014.9,"",82.6,"",19.9,""
"349200660","NOWY S•CZ","2003","08",3.5,"",1.2,"",19.6,"",15.4,"",70.3,"",981.8,"",1016.2,"",2.4,"",5.3,""
"349200660","NOWY S•CZ","2003","09",3.7,"",.9,"",13.8,"",11.7,"",77.1,"",985.7,"",1021.0,"",18.8,"",37.0,""
"349200660","NOWY S•CZ","2003","10",5.2,"",1.6,"",6.4,"",8.0,"",80.2,"",978.5,"",1014.5,"",22.3,"",12.7,""
"349200660","NOWY S•CZ","2003","11",4.5,"",1.4,"",6.3,"",7.9,"",81.2,"",985.4,"",1021.6,"",7.9,"",5.9,""
"349200660","NOWY S•CZ","2003","12",4.8,"",1.8,"",1.1,"",5.4,"",79.9,"",983.4,"",1020.2,"",16.6,"",15.8,""
"349210670","KROSNO","2003","01",6.3,"",3.1,"",-4.0,"",4.3,"",86.9,"",975.4,"",1017.2,"",27.0,"",24.9,""
"349210670","KROSNO","2003","02",4.9,"",2.7,"",-6.0,"",3.4,"",83.1,"",982.8,"",1025.3,"",11.7,"",18.3,""
"349210670","KROSNO","2003","03",5.3,"",2.7,"",1.8,"",5.3,"",75.7,"",982.8,"",1024.0,"",12.9,"",16.7,""
"349210670","KROSNO","2003","04",5.2,"",3.4,"",7.3,"",6.9,"",67.8,"",976.9,"",1017.0,"",19.3,"",15.1,""
"349210670","KROSNO","2003","05",4.4,"",2.5,"",16.1,"",13.1,"",72.8,"",978.8,"",1017.8,"",24.7,"",72.5,""
"349210670","KROSNO","2003","06",3.9,"",2.4,"",17.8,"",13.8,"",68.8,"",977.3,"",1015.9,"",24.5,"",11.7,""
"349210670","KROSNO","2003","07",5.3,"",2.5,"",18.6,"",16.8,"",79.7,"",976.0,"",1014.6,"",78.3,"",70.8,""
"349210670","KROSNO","2003","08",3.9,"",2.4,"",19.2,"",14.5,"",66.9,"",977.5,"",1016.0,"",9.5,"",12.7,""
"349210670","KROSNO","2003","09",3.8,"",2.3,"",13.6,"",11.3,"",74.7,"",981.6,"",1021.0,"",33.0,"",33.9,""
"349210670","KROSNO","2003","10",5.8,"",2.9,"",5.8,"",7.9,"",82.1,"",974.3,"",1014.6,"",34.3,"",61.2,""
